	group_name	protein_count	species_count	functional_category	functional_description	metagenome_sample_count	asf_species
5815	ENOG4105GI4	38	38	S	cytochrome C family protein	4	A457
5816	ENOG410634G	5	5	S		5	A457
5817	ENOG410634Q	9	9	K	RNA Polymerase	15	A519
5818	ENOG410634T	3	3	S		5	A457
5819	ENOG410634Z	28	28	S	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	14	A519
5820	ENOG4106343	5	5	M	Chain length determinant protein	10	A492
5821	ENOG4108022	8	8	S	PlsC	15	A519
5822	ENOG4107738	4	4	S		12	A519
5823	ENOG4108UYX	117	115	L	glycosylase	5	A356
5824	ENOG4108UYN	36	33	S	gCN5-related N-acetyltransferase	10	A500
5825	ENOG4108UYI	70	67	S	beta-alanyl-CoA ammonia lyase	6	A356
5826	ENOG4108UYG	23	17	M	glycosyltransferase	13	A492
5827	ENOG4108UY1	80	79	S	Metal-dependent phosphohydrolase, HD sub domain	14	A502
5828	ENOG4106DZW	92	91	M	glycosyl transferase	15	A519
5829	ENOG4105ZN3	11	10	S		12	A500
5830	ENOG4108W1T	108	107	S		15	A519
5831	ENOG4108W1W	9	9	S	EamA-like transporter family	13	A519
5832	ENOG4108W1B	281	233	V	Beta-lactamase	14	A360
5833	ENOG4108W1E	120	56	T	Two component transcriptional regulator, lyttr family	15	A519
5834	ENOG4108W12	18	18	S	Methionyl-Trna Formyltransferase	14	A502
5835	ENOG4105YG4	17	17	S		15	A519
5836	ENOG4105YGN	3	3	S		6	A356
5837	ENOG4105YGA	52	46	K	Transcriptional regulator	13	A361
5838	ENOG4105YGP	142	130	HI	holo-ACP synthase CitX	13	A360
5839	ENOG4108Z9I	233	209	J	-acetyltransferase	11	A519
5840	ENOG4108Z9M	24	19	K	RNA polymerase	12	A519
5841	ENOG4108Z90	138	131	M	colanic acid biosynthesis acetyltransferase wcaF	11	A519
5842	ENOG4107BNY	2	2	S	Protein of unknown function (DUF2628)    	6	A457
5843	ENOG4108N4F	12	11	K	Bacterial extracellular solute-binding protein	13	A492
5844	ENOG4108N4E	15	15	S	AAA domain (dynein-related subfamily)	13	A492
5845	ENOG4107MIN	3	3	S		13	A492
5846	ENOG4108EGU	12	12	C	NQR complex catalyzes the reduction of ubiquinone-1 to ubiquinol by two successive reactions, coupled with the transport of Na( ) ions from the cytoplasm to the periplasm. The first step is catalyzed by NqrF, which accepts electrons from NADH and reduces ubiquinone-1 to ubisemiquinone by a one-electron transfer pathway (By similarity)	15	A519
5847	ENOG4107ZMC	50	47	S	HAD-superfamily hydrolase, subfamily IA	11	A492
5848	ENOG4107ZM2	3	3	M	n-acetylmuramoyl-l-alanine amidase	6	A356
5849	ENOG4105H4N	130	128	J	Associates with free 30S ribosomal subunits (but not with 30S subunits that are part of 70S ribosomes or polysomes). Essential for efficient processing of 16S rRNA. May interact with the 5'-terminal helix region of 16S rRNA (By similarity)	15	A519
5850	ENOG4105H4I	11	10	S	phospholipase	12	A519
5851	ENOG4105H4T	162	151	L	CRISPR (clustered regularly interspaced short palindromic repeat), is an adaptive immune system that provides protection against mobile genetic elements (viruses, transposable elements and conjugative plasmids). CRISPR clusters contain sequences complementary to antecedent mobile elements and target invading nucleic acids. CRISPR clusters are transcribed and processed into CRISPR RNA (crRNA). Acts as a dsDNA endonuclease. May be involved in the integration of spacer DNA into the CRISPR cassette (By similarity)	15	A457
5852	ENOG4105H4U	10	10	S		12	A492
5853	ENOG41062GD	7	7	S		11	A502
5854	ENOG41062GM	10	10	S	4-oxalocrotonate tautomerase	6	A519
5855	ENOG41062G3	17	16	S	Protein of unknown function (DUF2633)	7	A360
5856	ENOG41062G9	6	6	S		6	A457
5857	ENOG4107C8B	5	5	S		15	A519
5858	ENOG4107C8F	10	8	S		5	A492
5859	ENOG4106S2Q	4	4	T	protein serine threonine phosphatase	7	A457
5860	ENOG41074FI	3	3	S		2	A492
5861	ENOG41074FF	3	3	S		15	A519
5862	ENOG4106QFH	2	2	S		6	A492
5863	ENOG4106QFA	7	6	S		5	A360
5864	ENOG4106QFD	5	5	S	Resolvase, N terminal domain	8	A492
5865	ENOG4106ZSH	11	10	S		11	A356
5866	ENOG4106ZS6	3	3	S		8	A502
5867	ENOG4106ZS3	3	3	S		11	A519
5868	ENOG4106ZS8	137	102	T	Pfam:DUF124	12	A492
5869	ENOG4105CP9	1124	616	E	extracellular ligand-binding receptor	15	A457
5870	ENOG4105CP1	147	139	S	L-ascorbate 6-phosphate lactonase	15	A361
5871	ENOG4105CPI	737	392	T	Metal Dependent Phosphohydrolase	14	A492
5872	ENOG4105CPN	496	402	F	adenine deaminase	15	A502
5873	ENOG4105CPE	134	109	S	K01197 hyaluronoglucosaminidase EC 3.2.1.35	15	A519
5874	ENOG4108RY6	27	24	S		12	A502
5875	ENOG4105N6R	124	108	S	Toxin-antitoxin system, toxin component, RelE family	14	A519
5876	ENOG4105N6P	157	153	CG	Glycosyltransferase	10	A519
5877	ENOG4105N6N	28	22	L	Replication initiation factor	13	A360
5878	ENOG4105N6G	4	4	T	response regulator (Receiver	4	A457
5879	ENOG41063JJ	15	14	S	Phage derived protein Gp49-like (DUF891)	11	A361
5880	ENOG4105U1H	41	39	S	methyltransferase	11	A356
5881	ENOG4108KFQ	23	22	G	Periplasmic binding protein LacI transcriptional regulator	8	A502
5882	ENOG4108KFI	28	19	S	Protein of unknown function (DUF3347)	6	A519
5883	ENOG4108KFK	30	28	S	peptidase u35 phage prohead	14	A502
5884	ENOG4106NMB	7	2	S		13	A457
5885	ENOG4106NMS	5	5	G	Major Facilitator superfamily	3	A361
5886	ENOG4107V8V	25	25	S		15	A502
5887	ENOG4106NBU	4	4	S		15	A519
5888	ENOG4106PYH	4	4	S	FN3	2	A356
5889	ENOG4108NK7	29	28	G	Major Facilitator superfamily	2	A457
5890	ENOG4105U10	11	9	S	cytoplasmic chaperone TorD	4	A457
5891	ENOG4105D8D	203	184	V	Type III	14	A457
5892	ENOG4105D84	65	40	S	transglutaminase domain-containing protein	14	A457
5893	ENOG41084M1	13	13	J	50S ribosomal protein L35	12	A500
5894	ENOG4106F3G	640	632	J	Catalyzes the tRNA-independent activation of glutamate in presence of ATP and the subsequent transfer of glutamate onto a tRNA(Asp). Glutamate is transferred on the 2-amino-5-(4,5- dihydroxy-2-cyclopenten-1-yl) moiety of the queuosine in the wobble position of the QUC anticodon (By similarity)	15	A500
5895	ENOG4106F3X	3	3	S		6	A457
5896	ENOG4106F3W	5	5	S	Protein of unknown function (DUF1043)	9	A500
5897	ENOG4106F30	8	8	S	tetratricopeptide	8	A457
5898	ENOG41064ZZ	14	14	P	ABC superfamily ATP binding cassette transporter permease protein	6	A361
5899	ENOG41064ZB	6	5	S		14	A492
5900	ENOG4105KMD	47	47	S	Thioesterase	4	A457
5901	ENOG4105KMN	51	50	S	Sporulation lipoprotein, YhcN YlaJ family	8	A356
5902	ENOG4105KMI	8	6	S	MORN repeat variant	9	A457
5903	ENOG4105KMR	110	110	S	acetyltransferase, (GNAT) family	15	A519
5904	ENOG4105YXI	63	31	K	Transcriptional regulator, ARAC family	15	A519
5905	ENOG41072SP	3	3	S		4	A492
5906	ENOG4106I8X	5	5	S		6	A500
5907	ENOG4106I8S	3	3	S		6	A519
5908	ENOG4106I8G	3	3	S		8	A500
5909	ENOG4105PMJ	3	3	S		4	A519
5910	ENOG4107S9X	10	10	M	Sulfatase	11	A457
5911	ENOG4106TKQ	3	3	S		4	A360
5912	ENOG4106EAK	3	3	S		12	A500
5913	ENOG4107ZX8	6	5	S	Protein of unknown function (DUF1212)	2	A492
5914	ENOG4108AKE	2	2	S		7	A502
5915	ENOG4108AKK	2	2	I	Carrier of the growing fatty acid chain in fatty acid biosynthesis (By similarity)	3	A492
5916	ENOG4106ZWH	2	2	S	Protein of unknown function (DUF3575)	12	A519
5917	ENOG41074YH	3	3	S		13	A492
5918	ENOG41074YA	4	4	S		12	A502
5919	ENOG41074YZ	2	2	S		8	A457
5920	ENOG4106PZH	5	4	S		15	A519
5921	ENOG410761F	5	4	S		13	A500
5922	ENOG41069SP	4	4	S		9	A502
5923	ENOG41069SU	15	15	S		14	A492
5924	ENOG41069SC	4	4	S		11	A492
5925	ENOG41069S8	4	3	S		2	A356
5926	ENOG4107UQW	27	26	S	Oxidoreductase domain protein	10	A502
5927	ENOG4107UQE	10	10	S	SMI1_KNR4	15	A356
5928	ENOG4107PBT	3	3	S		14	A492
5929	ENOG410831V	5	5	T	stage II sporulation protein	7	A457
5930	ENOG410831M	22	22	S		11	A500
5931	ENOG41085II	11	11	M	type IV pilus assembly pilz	7	A492
5932	ENOG41085I9	8	8	T	Carbon storage regulator	8	A500
5933	ENOG41085I8	4	4	U	Preprotein translocase subunit	6	A457
5934	ENOG4108RB4	36	36	L	3-methyladenine DNA glycosylase	9	A457
5935	ENOG41065X2	57	52	S		13	A492
5936	ENOG41065XB	4	4	S		7	A502
5937	ENOG41065XH	43	38	G	Inner-membrane translocator	7	A502
5938	ENOG4105XZ1	27	26	S		14	A500
5939	ENOG4105XZ4	15	15	S	Uncharacterized conserved protein (DUF2304)	12	A492
5940	ENOG4107UTN	4	4	H	NUDIX hydrolase	4	A492
5941	ENOG41081RX	14	14	S	Inherit from NOG: Domain-Containing protein	15	A492
5942	ENOG41081RR	95	94	J	Translation initiation factor	15	A519
5943	ENOG4106P2K	6	6	S		9	A502
5944	ENOG41073PD	2	2	S		14	A356
5945	ENOG4107NHN	2	2	L	Transposase domain (DUF772)	14	A500
5946	ENOG4107NHK	2	2	S	Phage late control gene D protein (GPD)	3	A356
5947	ENOG410698R	18	17	L	RNA methylase	9	A492
5948	ENOG4108WBJ	14	14	S	Methyl-accepting chemotaxis	10	A492
5949	ENOG4108WBW	11	11	S		5	A492
5950	ENOG4106JAH	3	2	V	FtsX-like permease family	7	A519
5951	ENOG410907E	96	61	S	Relaxase mobilization nuclease	15	A519
5952	ENOG41073IK	4	4	S		6	A361
5953	ENOG41082NA	7	7	P	monovalent cation proton antiporter, MnhG PhaG subunit	4	A356
5954	ENOG41084CW	33	33	J	50S ribosomal protein L32	3	A492
5955	ENOG4108BKD	2	2	S	META domain	12	A519
5956	ENOG4108BKE	113	110	S	Membrane	15	A519
5957	ENOG41084Z0	5	5	S		6	A519
5958	ENOG41084ZG	11	10	K	HTH_XRE	15	A500
5959	ENOG41084ZE	6	6	I	Acyl-ACP thioesterase	12	A500
5960	ENOG4106FX4	86	66	S	Alpha-N-acetylglucosaminidase	15	A519
5961	ENOG41077YS	2	2	S		3	A502
5962	ENOG41077Y0	2	2	S		7	A502
5963	ENOG4105U2J	16	15	S	Stage III sporulation protein af	10	A502
5964	ENOG4105KZE	180	166	S	Death-On-Curing Family	14	A492
5965	ENOG4105KZ4	31	26	L	DNA repair protein	15	A519
5966	ENOG4108XKE	14	13	S		14	A492
5967	ENOG4108XKH	40	23	S	tetracycline regulation of excision, rtec	12	A519
5968	ENOG4107WP6	50	43	T	response regulator	15	A361
5969	ENOG41072N0	14	13	S	Lipoprotein lpqJ	6	A457
5970	ENOG41072N1	153	103	C	Nitroreductase	13	A457
5971	ENOG4105FI0	123	122	S	domain protein	15	A519
5972	ENOG4105FI9	17	13	T	Response regulator of the LytR AlgR family	14	A492
5973	ENOG4107Q85	2	2	S		3	A492
5974	ENOG4107Q8F	2	2	S	SnoaL-like polyketide cyclase	2	A502
5975	ENOG410793T	2	2	S		4	A519
5976	ENOG41062DB	15	15	S		13	A502
5977	ENOG4108K22	175	45	L	Transposase	13	A492
5978	ENOG4105WWY	17	17	S	Protein of unknown function (DUF2752)	11	A492
5979	ENOG4106AM0	11	11	S	Protein of unknown function (DUF964)	11	A492
5980	ENOG4106AMI	6	6	S		5	A492
5981	ENOG4106AMF	9	9	S		14	A492
5982	ENOG4108HDE	18	18	V	ABC transporter, permease	14	A360
5983	ENOG4105T26	7	7	S		7	A492
5984	ENOG410852S	19	16	M	Glycosyl transferase, family 2	8	A360
5985	ENOG4106N8X	2	2	S	Asparagine synthase	11	A500
5986	ENOG41077D1	8	7	S		14	A519
5987	ENOG4105XKA	25	24	S	C_GCAxxG_C_C family	6	A356
5988	ENOG4108F2S	10	10	H	ApbE family	5	A519
5989	ENOG4108F2G	6	6	D	Chain length determinant protein	3	A500
5990	ENOG4106H17	3	3	V	Hnh endonuclease	9	A356
5991	ENOG4108YSS	165	157	G	Bacterial protein of unknown function (DUF925)	6	A361
5992	ENOG41062RR	24	22	S	peptidase M15A	11	A457
5993	ENOG4108YS4	18	18	J	Removes the formyl group from the N-terminal Met of newly synthesized proteins. Requires at least a dipeptide for an efficient rate of reaction. N-terminal L-methionine is a prerequisite for activity but the enzyme has broad specificity at other positions (By similarity)	11	A356
5994	ENOG4105EIE	208	200	G	fructose-bisphosphate aldolase	15	A519
5995	ENOG4105EIN	507	476	O	peptidylprolyl cis-trans isomerase	12	A457
5996	ENOG4105EIZ	710	695	H	Catalyzes the conversion of 6-carboxy-5,6,7,8- tetrahydropterin (CPH4) to 7-carboxy-7-deazaguanine (CDG) (By similarity)	15	A519
5997	ENOG41081E7	3	3	K	TRANSCRIPTIONal REGULATOR, lysR family	14	A519
5998	ENOG410614Y	18	18	S		4	A519
5999	ENOG410614H	28	24	S		9	A492
6000	ENOG4107K6Y	3	3	S	Inherit from NOG: Phage-associated protein	8	A457
6001	ENOG4107K63	2	2	S		6	A519
6002	ENOG4106JVW	2	2	S		1	A457
6003	ENOG4106JVP	4	4	S		10	A356
6004	ENOG4106JV5	4	4	P	TonB dependent receptor	15	A519
6005	ENOG4106RMX	2	2	S	Domain of unknown function DUF29	2	A502
6006	ENOG4105WCN	416	346	K	acetyltransferase	13	A502
6007	ENOG4105WCT	5	4	M	Rod shape-determining protein mreC	5	A361
6008	ENOG4105WCQ	20	20	S		15	A519
6009	ENOG4105WC7	33	26	K	RNA polymerase	15	A519
6010	ENOG4105WC2	4	4	S		8	A361
6011	ENOG41090K7	125	122	S	metallophosphoesterase	6	A492
6012	ENOG4107KSG	2	2	S	Inherit from COG: tail sheath protein	6	A356
6013	ENOG4108BTG	13	12	S	pkd domain	7	A519
6014	ENOG4108BT1	3	3	S		9	A502
6015	ENOG4108BT4	13	12	S	Plasmid pRiA4b ORF-3 family protein	11	A500
6016	ENOG4106FEF	4	4	S		7	A492
6017	ENOG4106FEC	7	7	S		11	A502
6018	ENOG4107DUZ	3	3	L	Phage integrase	14	A356
6019	ENOG41060KE	33	33	S	Protein of unknown function (DUF2500)	5	A492
6020	ENOG41060KZ	39	35	S	Hepn domain protein	15	A519
6021	ENOG41060K2	10	10	S		15	A519
6022	ENOG41076BF	11	10	S		8	A360
6023	ENOG41076BC	4	4	S		5	A502
6024	ENOG4105JMP	24	20	S		10	A492
6025	ENOG4105JMW	29	27	L	phage protein	13	A519
6026	ENOG4107WD8	68	66	V	ABC transporter, permease	13	A502
6027	ENOG4107WDP	22	21	S	smc domain-containing protein	9	A502
6028	ENOG41069IU	10	9	S		15	A519
6029	ENOG41069IF	6	6	S		9	A492
6030	ENOG4106ZNU	6	6	S		13	A519
6031	ENOG4105X78	2	2	GM	Male sterility protein	6	A492
6032	ENOG4105X7W	14	14	V	ABC-2 type transporter	2	A360
6033	ENOG4105X7U	273	160	K	Transcriptional regulator, ARAC family	14	A519
6034	ENOG4105X7T	205	190	C	Ni Fe-hydrogenase, b-type cytochrome subunit	10	A519
6035	ENOG4105X7Z	38	37	S	Membrane	11	A361
6036	ENOG4105X7F	8	6	S		6	A356
6037	ENOG4107EFM	11	11	M	outer membrane efflux protein	6	A356
6038	ENOG4107EF4	28	25	G	Binding-protein-dependent transport systems, inner membrane component	11	A492
6039	ENOG4107EF8	225	197	M	Glycosyl transferase (Group 1	14	A500
6040	ENOG4107UGG	21	18	S	domain protein	14	A502
6041	ENOG4107P8E	7	7	S	Abortive infection protein	4	A360
6042	ENOG4105QV3	14	14	S	MTH538 TIR-like domain (DUF1863)	13	A492
6043	ENOG4105QVP	4	4	S		10	A492
6044	ENOG4105QVV	141	129	O	ADP-ribosylglycohydrolase	15	A519
6045	ENOG4108RKT	3	3	F	Phosphorylase superfamily	7	A502
6046	ENOG4106C1B	3	3	S		9	A519
6047	ENOG4106C1N	7	5	S		6	A492
6048	ENOG4106C1T	3	3	S		5	A519
6049	ENOG4105ZTF	136	127	S	Membrane Spanning Protein	12	A356
6050	ENOG4107F6X	3	3	P	FeoA domain	8	A457
6051	ENOG4107F6R	6	5	S	Prokaryotic N-terminal methylation motif	4	A519
6052	ENOG4108ISV	2	2	K	HTH_XRE	3	A356
6053	ENOG4108ISS	14	14	P	ferritin dps family protein	12	A519
6054	ENOG41078VK	5	3	S		5	A519
6055	ENOG41071X1	2	2	S		9	A492
6056	ENOG41086EC	10	10	S	Modulates RecA activity (By similarity)	4	A502
6057	ENOG41086E4	7	7	S	peptidase A24 family	9	A492
6058	ENOG410682F	25	20	P	Chromate transport protein	11	A502
6059	ENOG4106821	3	3	S		4	A492
6060	ENOG4106827	30	30	N	Flagellar export protein flij	12	A492
6061	ENOG4105IUR	41	28	S	peptidase C10	15	A519
6062	ENOG4105IUF	6	6	S		10	A492
6063	ENOG41082IR	293	289	L	Excinuclease ABC C subunit domain protein	9	A500
6064	ENOG4106X2T	2	2	M	Glycosyl hydrolases family 28	9	A519
6065	ENOG41082T2	38	29	S	Toprim domain protein	15	A519
6066	ENOG4107S7X	54	48	C	sodium dicarboxylate symporter	14	A502
6067	ENOG4107S7Q	2	2	S	NAD dependent epimerase/dehydratase family	9	A356
6068	ENOG4107S7V	9	8	V	type I restriction enzyme	14	A492
6069	ENOG4107S7U	123	111	C	Sulfide dehydrogenase	4	A457
6070	ENOG4108SU3	36	34	K	transcriptional regulator	12	A360
6071	ENOG4108SUX	100	76	G	PTS System	7	A360
6072	ENOG4108SUV	3	3	K	AraC Family	2	A356
6073	ENOG4108U5X	13	13	G	hydrolase family 16	13	A519
6074	ENOG4108U56	43	41	T	two component transcriptional regulator, LuxR family	4	A492
6075	ENOG4106KAP	3	3	S		7	A500
6076	ENOG4106EDI	6	5	S		6	A519
6077	ENOG4107DHD	2	2	S		13	A519
6078	ENOG4107DHG	3	3	S		5	A502
6079	ENOG4107DH2	6	6	S	Thioredoxin	6	A457
6080	ENOG4108NH4	9	9	S	Ragb susd domain-containing protein	14	A519
6081	ENOG4108NHX	16	16	E	Ornithine cyclodeaminase	4	A457
6082	ENOG4108NHA	22	22	P	acriflavin resistance protein	15	A519
6083	ENOG4108NHD	37	29	S	germination protein	9	A356
6084	ENOG4106BY8	3	3	S		11	A500
6085	ENOG4106BYM	7	7	S		12	A492
6086	ENOG4106BYF	6	6	S		13	A502
6087	ENOG4106BYC	55	55	S		14	A519
6088	ENOG4106BYA	6	6	K	Iron dependent repressor, N-terminal DNA binding domain	12	A500
6089	ENOG4106GZB	5	5	S		4	A502
6090	ENOG4106GZ5	6	6	S		2	A502
6091	ENOG4107X15	8	8	S	PQQ	14	A519
6092	ENOG4107019	3	3	S	PemK-like protein	8	A492
6093	ENOG4107X1Q	4	4	O	Peptidase M16 domain protein	8	A457
6094	ENOG4107J2R	2	2	S	Protein of unknown function (DUF1049)	3	A492
6095	ENOG4105JXT	7	7	C	oxidoreductase	5	A502
6096	ENOG4108JSN	31	31	T	Histidine kinase	15	A519
6097	ENOG4107U9J	14	12	S		13	A492
6098	ENOG4107U9D	16	14	K	GntR Family Transcriptional Regulator	7	A519
6099	ENOG4107U9E	2	2	S	YceG-like family	15	A519
6100	ENOG4107U9Z	51	49	G	Major Facilitator	6	A519
6101	ENOG4107WQT	18	18	F	5'-nucleotidase, C-terminal domain	11	A360
6102	ENOG4108A4F	2	2	N	Flagellar hook-associated protein 3	2	A356
6103	ENOG4108A44	7	3	S		1	A519
6104	ENOG4107RFT	33	31	M	efflux transporter, rnd family, mfp subunit	15	A519
6105	ENOG4107RFW	157	155	G	hydrolase family 57	9	A457
6106	ENOG4107RFK	2	2	S	Protein of unknown function (DUF1212)	15	A519
6107	ENOG4107RF0	20	19	C	pyruvate dehydrogenase	11	A519
6108	ENOG410851B	14	13	G	glycoside hydrolase, family 20	10	A519
6109	ENOG410851V	7	7	T	HATPase_c	12	A502
6110	ENOG410851S	8	8	S	Uncharacterized protein conserved in bacteria (DUF2087)	10	A519
6111	ENOG410851R	9	9	L	Inherit from COG: Retrotransposon protein	13	A457
6112	ENOG4108510	11	11	U	Preprotein translocase SecE subunit	4	A457
6113	ENOG41087YY	3	3	S	HTH_XRE	7	A492
6114	ENOG41087YE	27	27	S	tonB-dependent Receptor	14	A519
6115	ENOG41087Y8	9	9	J	50s ribosomal protein l29	4	A360
6116	ENOG4105E48	111	71	S	alpha-L-rhamnosidase	15	A519
6117	ENOG4105E4S	45	40	K	Transcriptional regulator, ARAC family	14	A519
6118	ENOG4105E4I	358	189	M	Glycoside hydrolase family 28	15	A519
6119	ENOG4105E4H	26	18	S	Ragb susd domain-containing protein	15	A519
6120	ENOG4105E4A	65	48	P	)-transporter	14	A502
6121	ENOG4105E4F	673	576	H	Isochorismate synthase	15	A519
6122	ENOG4105XPM	107	105	J	ribosomal protein	12	A500
6123	ENOG4106MW4	5	5	S		13	A492
6124	ENOG4105NG0	4	4	S		5	A457
6125	ENOG4107YB9	88	83	J	Removes the formyl group from the N-terminal Met of newly synthesized proteins. Requires at least a dipeptide for an efficient rate of reaction. N-terminal L-methionine is a prerequisite for activity but the enzyme has broad specificity at other positions (By similarity)	10	A360
6126	ENOG4107YBX	31	31	S	methyltransferase, type 11	5	A500
6127	ENOG4107YBI	2	2	M	Glycosyl transferase, family 2	3	A502
6128	ENOG4106J9S	17	13	S	Prophage	2	A457
6129	ENOG4106J9K	5	5	S		6	A492
6130	ENOG4108IFX	4	3	K	transcriptional regulator	3	A500
6131	ENOG4108IFJ	8	8	K	arsR family transcriptional regulator	5	A502
6132	ENOG4108IFK	54	49	K	ArsR family transcriptional regulator	10	A360
6133	ENOG4106HAQ	6	6	S	Inherit from NOG: domain protein	13	A519
6134	ENOG4105K2G	30	30	S		10	A457
6135	ENOG4105K24	21	20	S	zinc finger	13	A519
6136	ENOG4105INE	79	78	S	porT protein	14	A519
6137	ENOG4106RTH	80	71	T	Histidine kinase	11	A361
6138	ENOG4106TU5	2	2	S		10	A500
6139	ENOG4106DWS	25	25	S		15	A519
6140	ENOG4108ZWZ	22	17	S	phospho-beta-glycosidase	11	A360
6141	ENOG4108ZWD	236	232	S	selenium metabolism protein yedf	14	A502
6142	ENOG41082A1	5	5	P	Ferritin-like domain	12	A519
6143	ENOG41082AV	25	25	L	single-stranded DNA-binding protein	8	A502
6144	ENOG41082AB	35	33	S	Stress responsive A B Barrel Domain	13	A492
6145	ENOG4106US7	3	2	S		15	A519
6146	ENOG4106UST	2	2	S		9	A519
6147	ENOG4106KTZ	2	2	S		2	A502
6148	ENOG4106KT4	4	4	S		15	A519
6149	ENOG4105DNH	232	168	G	Major Facilitator	14	A519
6150	ENOG4107D34	2	2	S		11	A519
6151	ENOG4105DNU	302	109	P	tonB-dependent Receptor	15	A519
6152	ENOG4107D30	82	76	O	peptidase S8 and S53, subtilisin, kexin, sedolisin	15	A361
6153	ENOG4107CN0	2	2	S		6	A492
6154	ENOG4107CNA	14	14	S		3	A500
6155	ENOG4106BNN	3	3	S		1	A360
6156	ENOG4106BNM	6	6	S		5	A519
6157	ENOG4106BNB	4	4	S	Protein of unknown function (DUF669)	6	A360
6158	ENOG4108QY0	162	137	S	Membrane	11	A360
6159	ENOG4108QYB	27	25	S	Major head protein	4	A361
6160	ENOG4108CJF	4	4	O	Thioredoxin	9	A457
6161	ENOG4107H12	2	2	S	Bacterial mobilisation protein (MobC)	14	A500
6162	ENOG4106GEF	5	5	S		3	A361
6163	ENOG4106GEV	6	6	K	HTH_MARR	6	A502
6164	ENOG4107W7I	14	12	M	Arylsulfatase	7	A457
6165	ENOG4105K17	30	22	S	excisionase	13	A492
6166	ENOG4107GQ8	3	3	S		14	A500
6167	ENOG4105TPG	26	24	K	Tetr family transcriptional regulator	14	A492
6168	ENOG4105TPR	21	21	S	YCII-related domain	2	A502
6169	ENOG4105TP7	20	14	T	Anti-feci sigma factor, fecr	14	A519
6170	ENOG4108Z7V	48	48	S		15	A519
6171	ENOG4108Z7W	98	92	S	HD Domain	14	A502
6172	ENOG4105ND4	10	6	S		2	A502
6173	ENOG4105NDY	6	6	S		14	A519
6174	ENOG4105NDA	272	242	S	Rhomboid family	5	A457
6175	ENOG41088NA	3	3	S		14	A502
6176	ENOG4106TDP	3	3	S		13	A492
6177	ENOG4106TDZ	7	6	S		11	A492
6178	ENOG4105XZR	8	8	S		3	A356
6179	ENOG4107VJM	3	3	T	Serine Threonine protein kinase	6	A361
6180	ENOG4107VJI	135	131	J	sua5 ycio yrdc ywlc family protein	15	A519
6181	ENOG4107VJT	27	25	K	sorbitol operon transcription regulator	11	A356
6182	ENOG4107VJW	11	11	S	Plasmid pRiA4b ORF-3-like protein	11	A502
6183	ENOG4105C93	453	430	G	Xylose Isomerase	15	A519
6184	ENOG4105C94	1239	638	P	Transporter	15	A500
6185	ENOG4105C9N	20	18	S		11	A519
6186	ENOG41083E0	19	18	S	ribosomal-protein-alanine acetyltransferase	10	A457
6187	ENOG41083E6	2	2	C	Radical SAM superfamily	9	A519
6188	ENOG4108PJ2	18	16	S		15	A519
6189	ENOG4108PJ7	6	6	S		9	A519
6190	ENOG4108PJI	41	39	M	Glycosyl Transferase	8	A502
6191	ENOG4108PJN	10	10	S		12	A502
6192	ENOG4107KW5	6	6	S	Domain of unknown function (DUF955)	11	A492
6193	ENOG4106YH1	5	4	S		3	A360
6194	ENOG4107BTZ	3	3	S		2	A492
6195	ENOG4107BTC	2	2	S		6	A519
6196	ENOG410863G	19	19	S	Membrane	5	A360
6197	ENOG4107IYA	35	33	S		13	A492
6198	ENOG4108UBX	59	51	K	transcriptional regulator	14	A519
6199	ENOG4107IY6	2	2	S	Protein of unknown function (DUF1018)	4	A356
6200	ENOG4105P95	41	40	L	helicase	14	A502
6201	ENOG4105P9C	642	554	S	Participates in cysteine desulfuration mediated by SufS. Cysteine desulfuration mobilizes sulfur from L-cysteine to yield L-alanine and constitutes an essential step in sulfur metabolism for biosynthesis of a variety of sulfur-containing biomolecules. Functions as a sulfur acceptor for SufS, by mediating the direct transfer of the sulfur atom from the S-sulfanylcysteine of SufS, an intermediate product of cysteine desulfuration process (By similarity)	15	A519
6202	ENOG4105P9E	50	38	K	NusG antitermination factor	14	A502
6203	ENOG41075U6	2	2	S		4	A519
6204	ENOG41075UP	2	2	S		5	A361
6205	ENOG41075UE	3	3	S	Holin family 	7	A519
6206	ENOG4107TKN	30	28	P	yide ybjl duplication	11	A502
6207	ENOG41090S9	20	18	E	Glyoxalase Bleomycin resistance protein (Dioxygenase	4	A502
6208	ENOG41090SW	9	8	S	YciI-Like Protein	2	A502
6209	ENOG41090SE	20	19	S		5	A502
6210	ENOG4105MJG	33	33	S	Domain of unknown function (DUF718)	10	A519
6211	ENOG4105MJW	7	5	S	Protein of unknown function (DUF3102)	11	A500
